T,x,p,s,X,P,S,t
SPY, 15, 371.87, 1, 9, 371.88, 1, 1608230605460000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230604854000000
SPY, 2, 371.86, 1, 9, 371.88, 1, 1608230605575000000
SPY, 17, 371.86, 2, 17, 371.88, 5, 1608230605590000000
SPY, 2, 371.86, 1, 17, 371.88, 5, 1608230605590000000
SPY, 2, 371.86, 1, 9, 371.88, 1, 1608230605590000000
SPY, 17, 371.87, 2, 9, 371.88, 1, 1608230605591000000
SPY, 17, 371.87, 2, 17, 371.88, 5, 1608230605591000000
SPY, 17, 371.86, 2, 9, 371.88, 1, 1608230605599000000
SPY, 2, 371.86, 1, 17, 371.88, 5, 1608230605590000000
SPY, 2, 371.86, 1, 9, 371.88, 1, 1608230605604000000
SPY, 17, 371.87, 2, 17, 371.88, 5, 1608230605605000000
SPY, 2, 371.86, 1, 17, 371.88, 5, 1608230605604000000
SPY, 17, 371.87, 2, 9, 371.88, 1, 1608230605608000000
SPY, 2, 371.86, 1, 9, 371.88, 1, 1608230605604000000
SPY, 2, 371.86, 1, 17, 371.88, 6, 1608230605604000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230605604000000
SPY, 17, 371.87, 2, 17, 371.88, 1, 1608230605613000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230605604000000
SPY, 17, 371.87, 2, 9, 371.88, 1, 1608230605608000000
SPY, 17, 371.87, 2, 17, 371.88, 5, 1608230605608000000
SPY, 2, 371.86, 1, 17, 371.88, 2, 1608230605613000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230605613000000
SPY, 17, 371.86, 2, 17, 371.88, 2, 1608230605622000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230605613000000
SPY, 2, 371.86, 1, 17, 371.88, 2, 1608230605613000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230605613000000
SPY, 2, 371.86, 1, 9, 371.88, 1, 1608230605613000000
SPY, 17, 371.86, 2, 17, 371.88, 1, 1608230605624000000
SPY, 2, 371.86, 1, 9, 371.88, 1, 1608230605613000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230605613000000
SPY, 17, 371.86, 2, 17, 371.88, 1, 1608230605624000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230605664000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230605664000000
SPY, 17, 371.87, 2, 9, 371.88, 1, 1608230606425000000
SPY, 2, 371.87, 1, 9, 371.88, 1, 1608230606933000000
SPY, 17, 371.87, 2, 9, 371.88, 1, 1608230606425000000
SPY, 2, 371.87, 1, 9, 371.88, 1, 1608230606933000000
SPY, 15, 371.87, 1, 9, 371.88, 1, 1608230606691000000
SPY, 17, 371.87, 2, 9, 371.88, 1, 1608230606425000000
SPY, 17, 371.87, 2, 17, 371.88, 1, 1608230607078000000
SPY, 17, 371.87, 2, 17, 371.88, 6, 1608230607078000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607078000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607078000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607078000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607079000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230607079000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607087000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230607812000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607812000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230607812000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607812000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 4, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 2, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 3, 1608230607814000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 2, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 2, 1608230607814000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230607814000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230607814000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230609574000000
SPY, 17, 371.87, 3, 17, 371.88, 1, 1608230609574000000
SPY, 17, 371.87, 3, 9, 371.88, 1, 1608230609574000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609575000000
SPY, 17, 371.87, 1, 17, 371.88, 5, 1608230609575000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609576000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609576000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609576000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609576000000
SPY, 17, 371.87, 3, 9, 371.88, 1, 1608230609860000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609861000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230609862000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609862000000
SPY, 17, 371.87, 1, 17, 371.88, 1, 1608230609862000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609862000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609872000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609872000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609872000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609872000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 17, 371.88, 6, 1608230609872000000
SPY, 17, 371.87, 1, 9, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 15, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 2, 371.88, 2, 1608230609872000000
SPY, 17, 371.87, 1, 2, 371.88, 1, 1608230609872000000
SPY, 17, 371.87, 1, 2, 371.88, 2, 1608230609872000000
SPY, 17, 371.86, 2, 2, 371.88, 2, 1608230611318000000
SPY, 17, 371.86, 2, 15, 371.88, 1, 1608230611318000000
SPY, 17, 371.86, 2, 2, 371.88, 3, 1608230611318000000
SPY, 15, 371.85, 1, 15, 371.88, 1, 1608230610521000000
SPY, 17, 371.85, 2, 2, 371.88, 3, 1608230611318000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611318000000
SPY, 17, 371.85, 2, 2, 371.88, 2, 1608230611318000000
SPY, 17, 371.86, 1, 9, 371.88, 1, 1608230611318000000
SPY, 17, 371.86, 1, 2, 371.88, 2, 1608230611318000000
SPY, 17, 371.85, 2, 2, 371.88, 2, 1608230611318000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611318000000
SPY, 17, 371.85, 2, 2, 371.88, 2, 1608230611319000000
SPY, 17, 371.85, 2, 15, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 2, 371.88, 2, 1608230611319000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611326000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230611326000000
SPY, 17, 371.85, 2, 2, 371.87, 2, 1608230611326000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611326000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230611326000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230611326000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230611472000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230611472000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611473000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230611473000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611473000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230611506000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230611506000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230611506000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230611526000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230612741000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230612741000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230612741000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230612741000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230612741000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230612745000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230612745000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230612745000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230612745000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230612745000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230612745000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230612745000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230612745000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230612845000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230612845000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230612931000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230613257000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230614463000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230614464000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230614590000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230614653000000
SPY, 15, 371.85, 1, 9, 371.87, 1, 1608230611319000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230614653000000
SPY, 17, 371.86, 2, 9, 371.87, 1, 1608230615089000000
SPY, 17, 371.86, 3, 17, 371.87, 2, 1608230616856000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617547000000
SPY, 17, 371.86, 3, 17, 371.87, 2, 1608230616856000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617551000000
SPY, 15, 371.86, 1, 9, 371.87, 1, 1608230617557000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617551000000
SPY, 15, 371.86, 1, 9, 371.87, 1, 1608230617559000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617551000000
SPY, 15, 371.86, 1, 9, 371.87, 1, 1608230617559000000
SPY, 17, 371.86, 3, 17, 371.87, 2, 1608230616856000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617598000000
SPY, 15, 371.86, 1, 9, 371.87, 1, 1608230617700000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617598000000
SPY, 2, 371.86, 2, 9, 371.87, 1, 1608230617598000000
SPY, 2, 371.86, 2, 17, 371.87, 2, 1608230617598000000
SPY, 15, 371.86, 1, 9, 371.87, 1, 1608230617706000000
SPY, 17, 371.86, 3, 17, 371.87, 2, 1608230616856000000
SPY, 17, 371.86, 2, 17, 371.87, 2, 1608230617956000000
SPY, 15, 371.86, 1, 17, 371.87, 2, 1608230617706000000
SPY, 17, 371.86, 2, 17, 371.87, 2, 1608230618183000000
SPY, 15, 371.86, 1, 9, 371.87, 1, 1608230617706000000
SPY, 17, 371.86, 2, 17, 371.87, 2, 1608230618446000000
SPY, 17, 371.86, 1, 17, 371.87, 2, 1608230619474000000
SPY, 15, 371.86, 1, 17, 371.87, 2, 1608230617706000000
SPY, 17, 371.86, 1, 17, 371.87, 2, 1608230620005000000
SPY, 17, 371.86, 1, 9, 371.87, 1, 1608230620005000000
SPY, 17, 371.86, 1, 17, 371.87, 2, 1608230620005000000
SPY, 17, 371.86, 2, 17, 371.87, 2, 1608230620326000000
SPY, 17, 371.86, 2, 9, 371.87, 1, 1608230620326000000
SPY, 15, 371.86, 2, 9, 371.87, 1, 1608230620207000000
SPY, 17, 371.86, 2, 17, 371.87, 2, 1608230620326000000
SPY, 17, 371.86, 1, 17, 371.87, 2, 1608230621206000000
SPY, 15, 371.86, 2, 9, 371.87, 1, 1608230620207000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230621502000000
SPY, 17, 371.86, 1, 17, 371.87, 2, 1608230621502000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230621502000000
SPY, 17, 371.86, 1, 9, 371.87, 1, 1608230621502000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 17, 371.85, 2, 17, 371.87, 3, 1608230622445000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230622528000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230623044000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230623048000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230623051000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230623050000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230623101000000
SPY, 17, 371.85, 2, 17, 371.87, 3, 1608230623102000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230623203000000
SPY, 17, 371.85, 2, 17, 371.87, 3, 1608230623204000000
SPY, 17, 371.85, 2, 9, 371.87, 1, 1608230623259000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 15, 371.85, 2, 17, 371.87, 3, 1608230621215000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 15, 371.85, 2, 2, 371.87, 4, 1608230621215000000
SPY, 15, 371.85, 2, 17, 371.87, 3, 1608230621215000000
SPY, 15, 371.85, 2, 9, 371.87, 1, 1608230621215000000
SPY, 15, 371.85, 2, 3, 371.86, 10, 1608230621215000000
SPY, 15, 371.85, 2, 17, 371.86, 1, 1608230621215000000
SPY, 15, 371.85, 2, 2, 371.86, 1, 1608230621215000000
SPY, 15, 371.85, 2, 2, 371.86, 6, 1608230621215000000
SPY, 15, 371.85, 2, 2, 371.86, 5, 1608230623301000000
SPY, 15, 371.85, 2, 17, 371.86, 6, 1608230623301000000
SPY, 15, 371.85, 2, 3, 371.86, 10, 1608230623301000000
SPY, 15, 371.84, 2, 15, 371.86, 15, 1608230623301000000
SPY, 15, 371.84, 2, 17, 371.86, 5, 1608230623301000000
SPY, 15, 371.84, 2, 15, 371.86, 15, 1608230623301000000
SPY, 15, 371.84, 2, 2, 371.86, 5, 1608230623301000000
SPY, 15, 371.84, 2, 3, 371.86, 10, 1608230623301000000
SPY, 15, 371.84, 2, 15, 371.86, 15, 1608230623301000000
SPY, 15, 371.84, 2, 9, 371.87, 1, 1608230623302000000
SPY, 15, 371.84, 2, 2, 371.87, 2, 1608230623302000000
SPY, 15, 371.84, 2, 17, 371.86, 2, 1608230623302000000
SPY, 15, 371.84, 2, 2, 371.87, 2, 1608230623302000000
SPY, 15, 371.84, 2, 9, 371.87, 1, 1608230623302000000
SPY, 15, 371.84, 2, 2, 371.87, 2, 1608230623302000000
SPY, 15, 371.84, 2, 9, 371.86, 1, 1608230623302000000
SPY, 15, 371.84, 2, 17, 371.86, 1, 1608230623302000000
SPY, 15, 371.84, 2, 9, 371.86, 1, 1608230623302000000
SPY, 15, 371.84, 2, 17, 371.86, 1, 1608230623302000000
SPY, 15, 371.84, 2, 15, 371.86, 15, 1608230623406000000
SPY, 15, 371.84, 2, 9, 371.86, 1, 1608230623406000000
SPY, 15, 371.84, 2, 15, 371.86, 15, 1608230623406000000
SPY, 15, 371.84, 2, 17, 371.86, 5, 1608230623619000000
SPY, 15, 371.84, 2, 9, 371.86, 1, 1608230623619000000
SPY, 17, 371.85, 2, 9, 371.86, 1, 1608230623630000000
SPY, 17, 371.85, 2, 17, 371.86, 6, 1608230623811000000
SPY, 17, 371.85, 3, 17, 371.86, 5, 1608230623882000000
SPY, 17, 371.85, 2, 17, 371.86, 5, 1608230623882000000
SPY, 2, 371.85, 4, 17, 371.86, 5, 1608230623900000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230623900000000
SPY, 17, 371.85, 2, 17, 371.86, 5, 1608230623882000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230623900000000
SPY, 15, 371.85, 1, 17, 371.86, 5, 1608230623883000000
SPY, 17, 371.85, 1, 17, 371.86, 5, 1608230623954000000
SPY, 17, 371.85, 2, 17, 371.86, 5, 1608230623954000000
SPY, 17, 371.85, 1, 17, 371.86, 5, 1608230623956000000
SPY, 17, 371.85, 3, 17, 371.86, 5, 1608230623959000000
SPY, 17, 371.85, 1, 17, 371.86, 5, 1608230625062000000
SPY, 17, 371.85, 3, 17, 371.86, 5, 1608230625063000000
SPY, 15, 371.85, 1, 17, 371.86, 5, 1608230624693000000
SPY, 17, 371.85, 1, 17, 371.86, 5, 1608230625062000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230625558000000
SPY, 17, 371.85, 2, 17, 371.86, 5, 1608230625789000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230626076000000
SPY, 17, 371.85, 2, 17, 371.86, 5, 1608230626284000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230626591000000
SPY, 17, 371.85, 2, 17, 371.86, 5, 1608230626591000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230627040000000
SPY, 15, 371.85, 1, 17, 371.86, 5, 1608230627326000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230627040000000
SPY, 2, 371.85, 1, 17, 371.86, 5, 1608230628086000000
SPY, 15, 371.85, 1, 17, 371.86, 5, 1608230627326000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230627040000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230629353000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230627040000000
SPY, 2, 371.85, 1, 17, 371.86, 5, 1608230630422000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230630423000000
SPY, 17, 371.85, 4, 17, 371.86, 5, 1608230627040000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230630442000000
SPY, 2, 371.85, 2, 17, 371.86, 3, 1608230630442000000
SPY, 2, 371.85, 2, 17, 371.86, 4, 1608230630442000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230630443000000
SPY, 2, 371.85, 2, 17, 371.86, 2, 1608230630442000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230630443000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630443000000
SPY, 2, 371.86, 2, 17, 371.87, 1, 1608230630444000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630445000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630444000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630447000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630500000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630447000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630551000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630447000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630553000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630447000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630562000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630447000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630564000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630563000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630569000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630563000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630626000000
SPY, 17, 371.85, 4, 17, 371.87, 1, 1608230630442000000
SPY, 15, 371.86, 1, 17, 371.87, 1, 1608230630730000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230630563000000
SPY, 17, 371.86, 1, 17, 371.88, 7, 1608230631052000000
SPY, 17, 371.85, 4, 17, 371.88, 7, 1608230631542000000
SPY, 2, 371.85, 2, 17, 371.88, 7, 1608230630563000000
SPY, 17, 371.86, 2, 17, 371.88, 7, 1608230631549000000
SPY, 2, 371.85, 2, 17, 371.88, 7, 1608230630563000000
SPY, 17, 371.86, 1, 17, 371.88, 7, 1608230631951000000
SPY, 2, 371.85, 2, 17, 371.88, 7, 1608230630563000000
SPY, 2, 371.85, 1, 17, 371.88, 7, 1608230632135000000
SPY, 17, 371.86, 2, 17, 371.88, 7, 1608230632143000000
SPY, 2, 371.85, 1, 17, 371.88, 7, 1608230632135000000
SPY, 17, 371.86, 2, 17, 371.88, 7, 1608230632184000000
SPY, 17, 371.85, 4, 17, 371.88, 7, 1608230632184000000
SPY, 17, 371.86, 2, 17, 371.88, 7, 1608230632184000000
SPY, 17, 371.85, 4, 17, 371.88, 7, 1608230632185000000
SPY, 17, 371.85, 4, 17, 371.87, 2, 1608230632442000000
SPY, 17, 371.85, 4, 2, 371.87, 1, 1608230632442000000
SPY, 17, 371.85, 4, 17, 371.87, 2, 1608230632442000000
SPY, 17, 371.85, 4, 2, 371.87, 2, 1608230632442000000
SPY, 17, 371.85, 4, 17, 371.87, 2, 1608230632442000000
SPY, 17, 371.85, 4, 2, 371.87, 1, 1608230632442000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230632452000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230632452000000
SPY, 17, 371.85, 2, 2, 371.87, 2, 1608230632452000000
SPY, 17, 371.85, 2, 17, 371.87, 2, 1608230632452000000
SPY, 17, 371.85, 2, 17, 371.86, 1, 1608230632452000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632453000000
SPY, 2, 371.85, 1, 17, 371.86, 1, 1608230632454000000
SPY, 2, 371.85, 1, 2, 371.87, 3, 1608230632454000000
SPY, 2, 371.85, 1, 2, 371.87, 1, 1608230632457000000
SPY, 2, 371.85, 1, 2, 371.87, 2, 1608230632455000000
SPY, 17, 371.85, 2, 17, 371.87, 3, 1608230632456000000
SPY, 2, 371.86, 1, 2, 371.87, 1, 1608230632457000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230632456000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632462000000
SPY, 17, 371.85, 1, 17, 371.86, 2, 1608230632462000000
SPY, 15, 371.85, 1, 17, 371.86, 2, 1608230632458000000
SPY, 17, 371.85, 1, 17, 371.86, 2, 1608230632462000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632466000000
SPY, 17, 371.85, 1, 2, 371.87, 1, 1608230632468000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632478000000
SPY, 17, 371.85, 1, 2, 371.87, 1, 1608230632594000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632626000000
SPY, 17, 371.85, 1, 2, 371.87, 1, 1608230632627000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632627000000
SPY, 17, 371.85, 1, 2, 371.87, 1, 1608230632627000000
SPY, 17, 371.85, 1, 17, 371.86, 1, 1608230632697000000
SPY, 17, 371.85, 1, 2, 371.87, 1, 1608230632883000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230632883000000
SPY, 17, 371.85, 3, 2, 371.87, 1, 1608230633024000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230633031000000
SPY, 17, 371.85, 3, 2, 371.87, 1, 1608230633032000000
SPY, 17, 371.85, 2, 2, 371.87, 1, 1608230633035000000
SPY, 17, 371.85, 3, 2, 371.87, 1, 1608230633035000000
SPY, 15, 371.85, 1, 2, 371.87, 1, 1608230633034000000
SPY, 17, 371.85, 3, 2, 371.87, 1, 1608230633035000000
SPY, 17, 371.85, 3, 2, 371.87, 2, 1608230633035000000
SPY, 17, 371.85, 3, 17, 371.87, 2, 1608230633035000000
SPY, 17, 371.85, 3, 2, 371.87, 3, 1608230633035000000
SPY, 17, 371.85, 3, 2, 371.87, 2, 1608230633035000000
SPY, 17, 371.85, 3, 17, 371.87, 2, 1608230633035000000
SPY, 17, 371.85, 3, 2, 371.87, 2, 1608230633035000000
SPY, 17, 371.85, 3, 17, 371.87, 2, 1608230633035000000
SPY, 17, 371.85, 3, 17, 371.88, 7, 1608230634969000000
SPY, 17, 371.85, 3, 17, 371.87, 2, 1608230635033000000
SPY, 15, 371.85, 1, 17, 371.87, 2, 1608230635035000000
SPY, 17, 371.85, 3, 17, 371.87, 3, 1608230635034000000
SPY, 2, 371.85, 2, 17, 371.87, 3, 1608230635036000000
SPY, 2, 371.85, 4, 17, 371.87, 3, 1608230635037000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230635035000000
SPY, 2, 371.85, 2, 17, 371.87, 3, 1608230635041000000
SPY, 17, 371.85, 3, 17, 371.87, 3, 1608230635034000000
SPY, 17, 371.85, 3, 17, 371.87, 1, 1608230635047000000
SPY, 15, 371.85, 1, 17, 371.87, 1, 1608230635046000000
