T,x,p,s,X,P,S,t
SPY, 17, 371.86, 2, 17, 371.87, 1, 1608230738998000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230739017000000
SPY, 17, 371.85, 5, 17, 371.87, 1, 1608230739053000000
SPY, 17, 371.85, 5, 17, 371.87, 2, 1608230739057000000
SPY, 15, 371.85, 4, 17, 371.87, 2, 1608230739018000000
SPY, 17, 371.85, 5, 17, 371.87, 2, 1608230740115000000
SPY, 17, 371.86, 1, 17, 371.87, 2, 1608230740115000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230740131000000
SPY, 17, 371.85, 5, 17, 371.87, 1, 1608230740590000000
SPY, 17, 371.85, 5, 17, 371.87, 2, 1608230740591000000
SPY, 17, 371.83, 5, 17, 371.87, 2, 1608230740591000000
SPY, 17, 371.83, 5, 17, 371.87, 1, 1608230740739000000
SPY, 17, 371.86, 2, 17, 371.87, 1, 1608230740739000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230740739000000
SPY, 2, 371.86, 2, 17, 371.87, 1, 1608230741485000000
SPY, 2, 371.86, 3, 17, 371.87, 1, 1608230741510000000
SPY, 2, 371.86, 3, 17, 371.88, 2, 1608230741510000000
SPY, 2, 371.86, 3, 17, 371.88, 1, 1608230741510000000
SPY, 2, 371.86, 2, 17, 371.88, 1, 1608230741511000000
SPY, 17, 371.86, 1, 17, 371.88, 1, 1608230741510000000
SPY, 2, 371.86, 1, 17, 371.88, 1, 1608230741512000000
SPY, 17, 371.86, 1, 17, 371.88, 1, 1608230741510000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230741512000000
SPY, 2, 371.86, 1, 17, 371.88, 6, 1608230741511000000
SPY, 17, 371.86, 2, 17, 371.88, 6, 1608230741512000000
SPY, 15, 371.86, 1, 17, 371.88, 6, 1608230742119000000
SPY, 17, 371.86, 2, 17, 371.88, 6, 1608230741512000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230742544000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230742544000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230742544000000
SPY, 17, 371.86, 2, 17, 371.88, 6, 1608230742604000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230742747000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230742807000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230742848000000
SPY, 17, 371.85, 5, 17, 371.88, 6, 1608230742848000000
SPY, 17, 371.85, 5, 17, 371.87, 1, 1608230742856000000
SPY, 15, 371.83, 15, 17, 371.87, 1, 1608230742509000000
SPY, 17, 371.83, 5, 17, 371.87, 1, 1608230742856000000
SPY, 17, 371.83, 5, 2, 371.87, 2, 1608230742856000000
SPY, 15, 371.83, 15, 2, 371.87, 3, 1608230742509000000
SPY, 17, 371.83, 5, 2, 371.87, 3, 1608230742856000000
SPY, 17, 371.85, 1, 2, 371.87, 3, 1608230742888000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230742890000000
SPY, 17, 371.85, 1, 2, 371.87, 3, 1608230742890000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230742890000000
SPY, 17, 371.85, 1, 2, 371.87, 3, 1608230742890000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230742890000000
SPY, 17, 371.85, 1, 2, 371.87, 3, 1608230742890000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230742890000000
SPY, 17, 371.85, 1, 17, 371.87, 2, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230743352000000
SPY, 17, 371.85, 1, 17, 371.87, 1, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230743352000000
SPY, 17, 371.85, 1, 17, 371.87, 1, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230743352000000
SPY, 17, 371.85, 1, 17, 371.87, 1, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230743352000000
SPY, 17, 371.85, 1, 17, 371.87, 1, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 4, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 5, 1608230743352000000
SPY, 17, 371.85, 1, 2, 371.87, 4, 1608230743352000000
SPY, 17, 371.83, 5, 2, 371.87, 4, 1608230744703000000
SPY, 15, 371.86, 1, 2, 371.87, 4, 1608230744710000000
SPY, 15, 371.86, 1, 2, 371.87, 5, 1608230744710000000
SPY, 15, 371.86, 1, 2, 371.87, 4, 1608230744710000000
SPY, 17, 371.83, 5, 2, 371.87, 4, 1608230744854000000
SPY, 15, 371.83, 15, 2, 371.87, 5, 1608230744855000000
SPY, 17, 371.83, 5, 2, 371.87, 5, 1608230744856000000
SPY, 17, 371.85, 1, 2, 371.87, 5, 1608230744862000000
SPY, 17, 371.83, 5, 2, 371.87, 5, 1608230744862000000
SPY, 17, 371.85, 1, 2, 371.87, 5, 1608230745009000000
SPY, 17, 371.85, 1, 2, 371.87, 3, 1608230745009000000
SPY, 15, 371.85, 1, 2, 371.87, 3, 1608230745010000000
SPY, 17, 371.85, 1, 2, 371.87, 3, 1608230745010000000
SPY, 17, 371.83, 5, 2, 371.87, 3, 1608230745009000000
SPY, 15, 371.85, 1, 2, 371.87, 3, 1608230745012000000
SPY, 17, 371.83, 5, 17, 371.87, 2, 1608230745009000000
SPY, 17, 371.83, 5, 2, 371.87, 3, 1608230745009000000
SPY, 15, 371.85, 1, 2, 371.87, 3, 1608230745015000000
SPY, 15, 371.85, 1, 2, 371.87, 2, 1608230745015000000
SPY, 15, 371.83, 15, 2, 371.87, 2, 1608230745016000000
SPY, 15, 371.85, 1, 2, 371.87, 2, 1608230745042000000
SPY, 17, 371.83, 5, 2, 371.87, 2, 1608230745009000000
SPY, 15, 371.85, 1, 2, 371.87, 2, 1608230745044000000
SPY, 17, 371.85, 1, 17, 371.87, 1, 1608230745417000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230745417000000
SPY, 15, 371.85, 1, 2, 371.87, 2, 1608230745547000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230745417000000
SPY, 17, 371.83, 5, 2, 371.87, 2, 1608230745666000000
SPY, 15, 371.85, 1, 2, 371.87, 2, 1608230746183000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230746387000000
SPY, 15, 371.85, 1, 2, 371.87, 2, 1608230746183000000
SPY, 17, 371.85, 1, 2, 371.87, 2, 1608230746833000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230746183000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230746833000000
SPY, 17, 371.83, 5, 17, 371.87, 3, 1608230747395000000
SPY, 15, 371.83, 15, 17, 371.87, 4, 1608230747323000000
SPY, 17, 371.85, 2, 17, 371.87, 4, 1608230747631000000
SPY, 17, 371.85, 2, 2, 371.87, 2, 1608230747631000000
SPY, 17, 371.85, 2, 17, 371.87, 4, 1608230747631000000
SPY, 17, 371.85, 2, 2, 371.87, 2, 1608230747631000000
SPY, 17, 371.83, 5, 2, 371.87, 2, 1608230747875000000
SPY, 17, 371.83, 5, 2, 371.87, 3, 1608230747875000000
SPY, 15, 371.83, 15, 2, 371.87, 3, 1608230747323000000
SPY, 2, 371.82, 5, 2, 371.87, 3, 1608230747876000000
SPY, 3, 371.82, 10, 2, 371.87, 3, 1608230742212000000
SPY, 2, 371.82, 5, 2, 371.87, 3, 1608230747876000000
SPY, 17, 371.83, 5, 2, 371.87, 3, 1608230747881000000
SPY, 17, 371.83, 5, 17, 371.86, 2, 1608230747887000000
SPY, 17, 371.83, 5, 2, 371.87, 3, 1608230747894000000
SPY, 17, 371.83, 5, 2, 371.87, 4, 1608230747894000000
SPY, 15, 371.83, 15, 17, 371.86, 1, 1608230747882000000
SPY, 15, 371.83, 15, 2, 371.86, 2, 1608230747882000000
SPY, 17, 371.83, 5, 2, 371.86, 2, 1608230748787000000
SPY, 17, 371.83, 5, 17, 371.86, 1, 1608230748787000000
SPY, 2, 371.85, 4, 17, 371.86, 1, 1608230748970000000
SPY, 2, 371.85, 4, 2, 371.86, 1, 1608230749125000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230747882000000
SPY, 3, 371.82, 10, 17, 371.86, 1, 1608230742212000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230749125000000
SPY, 15, 371.83, 15, 15, 371.86, 15, 1608230749125000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230749125000000
SPY, 15, 371.83, 15, 15, 371.86, 15, 1608230749125000000
SPY, 15, 371.83, 15, 2, 371.86, 6, 1608230749125000000
SPY, 15, 371.83, 15, 2, 371.86, 7, 1608230749125000000
SPY, 15, 371.83, 15, 2, 371.86, 6, 1608230749125000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230749125000000
SPY, 15, 371.83, 15, 17, 371.86, 1, 1608230749125000000
SPY, 2, 371.82, 5, 2, 371.86, 2, 1608230749129000000
SPY, 15, 371.83, 15, 2, 371.86, 2, 1608230749132000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230749132000000
SPY, 15, 371.83, 15, 2, 371.86, 2, 1608230749132000000
SPY, 15, 371.83, 15, 17, 371.86, 6, 1608230749132000000
SPY, 15, 371.83, 15, 2, 371.86, 6, 1608230749132000000
SPY, 17, 371.83, 5, 2, 371.86, 6, 1608230749173000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230749132000000
SPY, 17, 371.83, 5, 17, 371.86, 6, 1608230749173000000
SPY, 15, 371.83, 15, 2, 371.86, 1, 1608230749132000000
SPY, 17, 371.83, 5, 17, 371.86, 6, 1608230749173000000
SPY, 17, 371.83, 5, 2, 371.86, 1, 1608230749173000000
SPY, 17, 371.83, 5, 2, 371.86, 2, 1608230749173000000
SPY, 17, 371.83, 5, 2, 371.86, 1, 1608230749173000000
SPY, 17, 371.83, 5, 17, 371.86, 6, 1608230749173000000
SPY, 17, 371.83, 5, 2, 371.86, 1, 1608230749173000000
SPY, 17, 371.84, 1, 17, 371.86, 6, 1608230749183000000
SPY, 17, 371.84, 1, 2, 371.86, 1, 1608230749183000000
SPY, 17, 371.84, 1, 17, 371.86, 6, 1608230749183000000
SPY, 2, 371.82, 5, 2, 371.86, 6, 1608230749184000000
SPY, 15, 371.84, 1, 2, 371.86, 6, 1608230749261000000
SPY, 3, 371.82, 10, 3, 371.86, 10, 1608230749184000000
SPY, 2, 371.82, 5, 2, 371.86, 6, 1608230749267000000
SPY, 17, 371.83, 5, 2, 371.86, 6, 1608230749267000000
SPY, 17, 371.83, 5, 17, 371.86, 6, 1608230749267000000
SPY, 17, 371.83, 5, 15, 371.86, 15, 1608230749267000000
SPY, 2, 371.82, 5, 2, 371.86, 6, 1608230749272000000
SPY, 17, 371.84, 2, 17, 371.86, 6, 1608230749273000000
SPY, 17, 371.84, 2, 2, 371.86, 6, 1608230749273000000
SPY, 3, 371.82, 10, 17, 371.86, 6, 1608230749184000000
SPY, 2, 371.82, 5, 2, 371.86, 6, 1608230749272000000
SPY, 17, 371.83, 5, 17, 371.86, 6, 1608230749281000000
SPY, 3, 371.82, 10, 3, 371.86, 10, 1608230749184000000
SPY, 2, 371.82, 5, 17, 371.85, 2, 1608230749272000000
SPY, 2, 371.82, 5, 15, 371.86, 15, 1608230749272000000
SPY, 2, 371.82, 5, 17, 371.85, 2, 1608230749272000000
SPY, 3, 371.82, 10, 3, 371.86, 10, 1608230749184000000
SPY, 2, 371.82, 5, 17, 371.85, 2, 1608230749272000000
SPY, 3, 371.82, 10, 3, 371.86, 10, 1608230749184000000
SPY, 2, 371.82, 5, 2, 371.86, 6, 1608230749272000000
SPY, 2, 371.82, 5, 17, 371.85, 1, 1608230749272000000
SPY, 2, 371.82, 5, 17, 371.85, 2, 1608230749272000000
SPY, 2, 371.82, 5, 2, 371.85, 1, 1608230752571000000
SPY, 2, 371.82, 5, 17, 371.85, 2, 1608230752571000000
SPY, 2, 371.82, 5, 2, 371.85, 1, 1608230752571000000
SPY, 2, 371.82, 5, 2, 371.85, 2, 1608230752573000000
SPY, 2, 371.8, 5, 2, 371.85, 2, 1608230752582000000
SPY, 2, 371.8, 5, 2, 371.85, 3, 1608230752582000000
SPY, 3, 371.8, 10, 2, 371.85, 3, 1608230752582000000
SPY, 3, 371.8, 10, 2, 371.85, 2, 1608230752582000000
SPY, 15, 371.8, 15, 2, 371.85, 3, 1608230749262000000
SPY, 2, 371.8, 5, 17, 371.84, 1, 1608230752753000000
SPY, 2, 371.8, 5, 2, 371.84, 1, 1608230753178000000
SPY, 3, 371.8, 10, 2, 371.84, 1, 1608230752582000000
SPY, 2, 371.8, 5, 17, 371.84, 1, 1608230753178000000
SPY, 15, 371.8, 15, 2, 371.84, 1, 1608230749262000000
SPY, 2, 371.8, 5, 17, 371.84, 1, 1608230753178000000
SPY, 17, 371.82, 1, 17, 371.84, 1, 1608230753178000000
SPY, 17, 371.82, 1, 2, 371.84, 1, 1608230753178000000
SPY, 17, 371.82, 1, 17, 371.84, 1, 1608230753178000000
SPY, 17, 371.82, 1, 2, 371.84, 1, 1608230753178000000
SPY, 15, 371.82, 1, 2, 371.84, 1, 1608230753179000000
SPY, 15, 371.82, 1, 17, 371.84, 1, 1608230753179000000
SPY, 17, 371.82, 1, 17, 371.84, 1, 1608230753178000000
SPY, 15, 371.82, 1, 2, 371.85, 2, 1608230753179000000
SPY, 17, 371.82, 1, 2, 371.85, 3, 1608230753182000000
SPY, 2, 371.83, 1, 17, 371.85, 2, 1608230753186000000
SPY, 2, 371.83, 1, 2, 371.85, 2, 1608230753186000000
SPY, 2, 371.83, 1, 17, 371.85, 2, 1608230753279000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 15, 371.83, 1, 17, 371.85, 2, 1608230755107000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 15, 371.83, 1, 2, 371.85, 1, 1608230755109000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 15, 371.83, 1, 2, 371.85, 1, 1608230755116000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 15, 371.83, 1, 2, 371.85, 1, 1608230755118000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 2, 371.83, 1, 17, 371.85, 2, 1608230755106000000
SPY, 15, 371.83, 1, 17, 371.85, 2, 1608230755122000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 15, 371.83, 1, 2, 371.85, 1, 1608230755124000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 15, 371.83, 1, 2, 371.85, 1, 1608230755298000000
SPY, 2, 371.83, 1, 2, 371.85, 1, 1608230755106000000
SPY, 2, 371.83, 1, 17, 371.85, 2, 1608230755390000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230755390000000
SPY, 17, 371.83, 1, 17, 371.86, 7, 1608230755589000000
SPY, 2, 371.83, 4, 15, 371.86, 15, 1608230755589000000
SPY, 17, 371.83, 1, 17, 371.86, 7, 1608230755589000000
SPY, 2, 371.83, 5, 2, 371.86, 6, 1608230755590000000
SPY, 17, 371.83, 1, 17, 371.86, 7, 1608230755589000000
SPY, 2, 371.83, 3, 2, 371.86, 6, 1608230755598000000
SPY, 2, 371.83, 2, 2, 371.86, 6, 1608230755626000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230755625000000
SPY, 2, 371.83, 2, 15, 371.86, 15, 1608230755625000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230755637000000
SPY, 2, 371.83, 2, 2, 371.86, 6, 1608230755661000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230756051000000
SPY, 2, 371.83, 1, 15, 371.86, 15, 1608230756051000000
SPY, 2, 371.83, 1, 17, 371.85, 1, 1608230756051000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230757933000000
SPY, 2, 371.83, 2, 2, 371.86, 6, 1608230758698000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230758698000000
SPY, 2, 371.83, 2, 3, 371.86, 10, 1608230758698000000
SPY, 2, 371.83, 3, 2, 371.86, 6, 1608230758700000000
SPY, 2, 371.83, 2, 3, 371.86, 10, 1608230758708000000
SPY, 2, 371.83, 1, 2, 371.86, 6, 1608230758769000000
SPY, 2, 371.83, 2, 2, 371.86, 6, 1608230758822000000
SPY, 17, 371.83, 2, 17, 371.86, 7, 1608230758599000000
SPY, 15, 371.83, 1, 3, 371.86, 10, 1608230758833000000
SPY, 17, 371.83, 2, 17, 371.86, 7, 1608230758599000000
SPY, 15, 371.83, 1, 15, 371.86, 15, 1608230758833000000
SPY, 2, 371.83, 4, 2, 371.86, 6, 1608230758969000000
SPY, 2, 371.83, 5, 2, 371.86, 5, 1608230758986000000
SPY, 17, 371.83, 4, 17, 371.86, 7, 1608230758977000000
SPY, 17, 371.84, 2, 2, 371.86, 5, 1608230758995000000
SPY, 17, 371.84, 2, 15, 371.86, 15, 1608230758995000000
SPY, 17, 371.84, 2, 3, 371.86, 10, 1608230758996000000
SPY, 17, 371.84, 2, 17, 371.86, 6, 1608230758996000000
SPY, 17, 371.84, 2, 15, 371.86, 15, 1608230758996000000
SPY, 17, 371.84, 2, 2, 371.86, 5, 1608230758996000000
SPY, 2, 371.84, 1, 15, 371.86, 15, 1608230759079000000
SPY, 17, 371.84, 2, 2, 371.86, 5, 1608230758996000000
SPY, 17, 371.84, 2, 15, 371.86, 15, 1608230758996000000
SPY, 17, 371.84, 2, 17, 371.86, 6, 1608230758996000000
SPY, 2, 371.84, 2, 15, 371.86, 15, 1608230759080000000
SPY, 17, 371.84, 2, 17, 371.86, 6, 1608230758996000000
SPY, 2, 371.84, 2, 17, 371.86, 1, 1608230759080000000
SPY, 17, 371.84, 2, 17, 371.86, 1, 1608230759080000000
SPY, 2, 371.84, 1, 17, 371.86, 1, 1608230759080000000
SPY, 2, 371.84, 2, 17, 371.86, 1, 1608230759081000000
SPY, 2, 371.84, 3, 17, 371.86, 1, 1608230759081000000
SPY, 2, 371.84, 3, 2, 371.87, 3, 1608230759081000000
SPY, 2, 371.84, 2, 2, 371.87, 2, 1608230759428000000
SPY, 17, 371.84, 3, 17, 371.87, 4, 1608230759401000000
SPY, 2, 371.84, 3, 17, 371.87, 4, 1608230759442000000
SPY, 2, 371.84, 4, 17, 371.87, 4, 1608230759443000000
SPY, 2, 371.84, 4, 17, 371.87, 3, 1608230759443000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 2, 371.85, 2, 17, 371.87, 3, 1608230759452000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 2, 371.85, 2, 17, 371.87, 3, 1608230759455000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 2, 371.85, 3, 17, 371.87, 3, 1608230759459000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 2, 371.85, 3, 17, 371.87, 3, 1608230759467000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 17, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 2, 371.85, 1, 17, 371.87, 3, 1608230759657000000
SPY, 15, 371.85, 1, 17, 371.87, 3, 1608230759452000000
SPY, 17, 371.85, 1, 17, 371.87, 1, 1608230759775000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230759695000000
SPY, 2, 371.85, 3, 17, 371.86, 5, 1608230759863000000
SPY, 15, 371.85, 1, 17, 371.86, 5, 1608230759452000000
SPY, 2, 371.85, 2, 17, 371.86, 5, 1608230759865000000
SPY, 17, 371.85, 2, 17, 371.88, 6, 1608230761184000000
SPY, 2, 371.85, 3, 17, 371.88, 6, 1608230761184000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230761185000000
SPY, 2, 371.86, 1, 17, 371.88, 6, 1608230761192000000
SPY, 2, 371.86, 2, 17, 371.88, 6, 1608230761195000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230761185000000
SPY, 17, 371.86, 1, 17, 371.88, 1, 1608230761196000000
SPY, 15, 371.86, 1, 17, 371.88, 1, 1608230761196000000
SPY, 2, 371.86, 3, 17, 371.88, 1, 1608230761197000000
SPY, 15, 371.86, 1, 17, 371.88, 1, 1608230761196000000
SPY, 2, 371.86, 2, 17, 371.88, 1, 1608230761198000000
SPY, 17, 371.86, 1, 17, 371.88, 1, 1608230761196000000
SPY, 15, 371.86, 1, 17, 371.88, 1, 1608230761198000000
SPY, 2, 371.86, 2, 17, 371.88, 1, 1608230761230000000
SPY, 15, 371.86, 1, 17, 371.88, 1, 1608230761239000000
SPY, 2, 371.86, 2, 17, 371.88, 1, 1608230761256000000
SPY, 17, 371.86, 1, 17, 371.88, 1, 1608230761196000000
SPY, 2, 371.86, 2, 17, 371.88, 1, 1608230761239000000
SPY, 15, 371.86, 1, 17, 371.88, 1, 1608230761239000000
SPY, 17, 371.86, 1, 17, 371.88, 1, 1608230761196000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230761319000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761594000000
SPY, 17, 371.85, 7, 17, 371.88, 5, 1608230761833000000
SPY, 2, 371.85, 2, 17, 371.88, 5, 1608230761833000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 15, 371.86, 1, 17, 371.88, 5, 1608230762197000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 15, 371.86, 1, 17, 371.88, 5, 1608230762270000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 15, 371.86, 1, 17, 371.88, 5, 1608230762547000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 15, 371.86, 1, 17, 371.88, 5, 1608230763238000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230761936000000
SPY, 17, 371.85, 2, 17, 371.88, 5, 1608230763512000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230763512000000
SPY, 2, 371.85, 2, 17, 371.88, 5, 1608230762555000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230763572000000
SPY, 15, 371.86, 1, 17, 371.88, 5, 1608230763800000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230763572000000
SPY, 2, 371.85, 2, 17, 371.88, 5, 1608230763894000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230764217000000
SPY, 2, 371.85, 2, 17, 371.88, 5, 1608230763894000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230764265000000
SPY, 17, 371.86, 1, 2, 371.89, 5, 1608230765821000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230765829000000
SPY, 2, 371.86, 1, 17, 371.88, 5, 1608230766021000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230765829000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230765829000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230765829000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230765829000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230765829000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230765829000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230765829000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230765829000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230765829000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230765829000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230767265000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230767350000000
SPY, 2, 371.85, 2, 2, 371.88, 1, 1608230767266000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230767773000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230767773000000
SPY, 17, 371.86, 1, 17, 371.87, 1, 1608230768367000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230768367000000
SPY, 2, 371.85, 2, 2, 371.88, 1, 1608230768367000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230768741000000
SPY, 17, 371.86, 1, 17, 371.88, 6, 1608230768741000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768817000000
SPY, 17, 371.86, 1, 2, 371.89, 5, 1608230768902000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768936000000
SPY, 17, 371.86, 1, 15, 371.88, 1, 1608230768936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768936000000
SPY, 17, 371.86, 1, 15, 371.88, 1, 1608230768936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768936000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230768936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768936000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230768936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768936000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230768936000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230768936000000
SPY, 2, 371.85, 2, 17, 371.88, 5, 1608230771321000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230771744000000
SPY, 2, 371.86, 1, 17, 371.88, 5, 1608230771964000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230771744000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230771744000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230771744000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230771744000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230771744000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230771744000000
SPY, 17, 371.86, 1, 17, 371.88, 5, 1608230771744000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230771744000000
SPY, 2, 371.85, 2, 2, 371.88, 1, 1608230772186000000
SPY, 17, 371.86, 1, 2, 371.88, 1, 1608230772263000000
SPY, 17, 371.85, 2, 17, 371.88, 5, 1608230772551000000
SPY, 2, 371.85, 2, 15, 371.87, 1, 1608230772186000000
SPY, 2, 371.85, 2, 2, 371.88, 1, 1608230772555000000
SPY, 17, 371.85, 2, 15, 371.87, 1, 1608230772551000000
SPY, 2, 371.85, 2, 2, 371.88, 1, 1608230772555000000
SPY, 2, 371.85, 2, 17, 371.87, 1, 1608230772555000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
SPY, 2, 371.85, 1, 17, 371.87, 1, 1608230772562000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
SPY, 17, 371.85, 2, 15, 371.87, 1, 1608230772559000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
SPY, 2, 371.85, 1, 15, 371.87, 1, 1608230772639000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
SPY, 2, 371.85, 1, 15, 371.87, 1, 1608230772639000000
SPY, 2, 371.85, 1, 17, 371.87, 1, 1608230772639000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
SPY, 17, 371.85, 2, 15, 371.87, 1, 1608230772559000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
SPY, 17, 371.85, 2, 15, 371.87, 1, 1608230772559000000
SPY, 17, 371.85, 2, 17, 371.87, 1, 1608230772559000000
